"","n","norm","unif"
"1",1000,0.417508436467061,0.117379470495507
"2",1000,0.111128837619654,0.615612964611501
"3",1000,0.618546312452141,0.959887476172298
"4",1000,0.537941296943372,0.454600476194173
"5",1000,1.86265661220736,0.557428297353908
"6",1000,0.894353943450485,0.91956719965674
"7",1000,0.176321408913451,0.427632599137723
"8",1000,0.109852583002709,0.301311596063897
"9",1000,-0.495955457857332,0.7162802410312
"10",1000,0.673959257505952,0.341083377832547
"11",1000,0.59635714817333,0.426002980442718
"12",1000,0.170652418004747,0.321364558069035
"13",1000,-0.893746990179675,0.0848294426687062
"14",1000,-0.404266727312695,0.524001410463825
"15",1000,1.36065691595993,0.550733333220705
"16",1000,-0.164959344901407,0.114259673282504
"17",1000,-0.242857277582484,0.183376633329317
"18",1000,-0.775515968389514,0.371036989148706
"19",1000,0.634206743636534,0.0401330827735364
"20",1000,-0.3376746673446,0.0702323410660028
"21",1000,0.858062249914073,0.936313034268096
"22",1000,-0.614960668047762,0.596758388215676
"23",1000,1.82937383017054,0.876594283385202
"24",1000,0.443423042088221,0.234376239357516
"25",1000,-0.284473291989419,0.710410254076123
"26",1000,-1.66844865232753,0.80313417990692
"27",1000,0.296163946204546,0.842587667517364
"28",1000,0.360386573803412,0.748864612076432
"29",1000,0.559819853434753,0.0401129913516343
"30",1000,-0.843529220840836,0.628213713644072
"31",1000,-0.363415722795155,0.736306022619829
"32",1000,0.886538143323007,0.427293539978564
"33",1000,-1.48934889752657,0.663264090660959
"34",1000,-0.590597458024135,0.0360203997697681
"35",1000,-1.25706215085539,0.985170434927568
"36",1000,1.34560581837778,0.697627133224159
"37",1000,0.771463999359298,0.0429839752614498
"38",1000,0.981291072948044,0.844359404407442
"39",1000,2.55721404249905,0.624285334721208
"40",1000,-0.751655809807577,0.500395991606638
"41",1000,0.81657961800195,0.485111724585295
"42",1000,1.56649694200286,0.997776059899479
"43",1000,-1.82990823622529,0.579505605623126
"44",1000,-0.871063019728397,0.756643161876127
"45",1000,1.09064785058062,0.482843345729634
"46",1000,1.81600831516311,0.604076673742384
"47",1000,-0.304000132924914,0.635185428895056
"48",1000,0.731165735599726,0.0130419146735221
"49",1000,-1.13282499542459,0.0676163770258427
"50",1000,-0.298166363014928,0.920518380124122
"51",1000,-0.899642867233916,0.437544968677685
"52",1000,1.40179339506352,0.290112984366715
"53",1000,0.738825011785934,0.0918709354009479
"54",1000,-1.50605176552016,0.737919769249856
"55",1000,-0.90037281383961,0.907775317551568
"56",1000,-0.149538034530096,0.690624672686681
"57",1000,0.111405874297761,0.960649474756792
"58",1000,1.18339527611763,0.484844870632514
"59",1000,-1.19203212700038,0.862567877396941
"60",1000,-0.411384312722789,0.93350902851671
"61",1000,-0.31170783442716,0.743482621386647
"62",1000,-0.393702173102542,0.235218547517434
"63",1000,-0.845376186871722,0.0406663625035435
"64",1000,0.180239436030609,0.599004010437056
"65",1000,-0.401093782660441,0.922765970928594
"66",1000,-0.880206489958094,0.571709566749632
"67",1000,0.0607766708735656,0.120732453884557
"68",1000,-1.4909078404566,0.973422235809267
"69",1000,0.373898244489271,0.770651899045333
"70",1000,-0.0611160509146787,0.339227488962933
"71",1000,1.18524369675021,0.581210162723437
"72",1000,-0.0233725354256469,0.748586208326742
"73",1000,-0.534668002045519,0.817847697529942
"74",1000,0.401448403067764,0.240928716957569
"75",1000,-1.30342597436482,0.740620699012652
"76",1000,0.500647674876087,0.665921119507402
"77",1000,-0.0314010831787021,0.794178537558764
"78",1000,1.62381641522301,0.677089980337769
"79",1000,-1.43074720426809,0.463905057637021
"80",1000,-1.10158940906474,0.206363994628191
"81",1000,0.73854243058338,0.840054247062653
"82",1000,-0.615461268963149,0.396942403633147
"83",1000,-0.212055408777973,0.647440029773861
"84",1000,0.917399331733531,0.729527273448184
"85",1000,1.54915301598496,0.930360030150041
"86",1000,0.625594812470657,0.740700240014121
"87",1000,-0.207163159631042,0.790971104055643
"88",1000,0.665304088205946,0.699479896575212
"89",1000,-0.108906649227105,0.127355658914894
"90",1000,0.0600034340768255,0.192948570940644
"91",1000,0.424924809418009,0.419471129309386
"92",1000,1.41123681165107,0.934679588768631
"93",1000,0.471413359412659,0.477742356481031
"94",1000,0.193467026683872,0.686528839869425
"95",1000,-0.138111733800468,0.245706188259646
"96",1000,-0.832974003712624,0.514161960454658
"97",1000,-0.504385897346521,0.470995887415484
"98",1000,-1.29209687673183,0.413683435646817
"99",1000,-0.916644617053521,0.118934053461999
"100",1000,-0.135600882274201,0.382392941042781
"101",1000,-0.209802215414293,0.00851624412462115
"102",1000,-1.25025337594953,0.554997161030769
"103",1000,-0.599835901020463,0.433140035718679
"104",1000,-2.07868690575672,0.801446356112137
"105",1000,-1.08971256679475,0.502473390195519
"106",1000,0.111130393710658,0.322497058194131
"107",1000,-0.231802573787408,0.115348212653771
"108",1000,0.514809275127286,0.664392556529492
"109",1000,0.7915696070388,0.751892528263852
"110",1000,0.981524914995981,0.497442598221824
"111",1000,-1.90153027644403,0.41626311163418
"112",1000,-0.361347916620457,0.228348169242963
"113",1000,-0.0483738572982001,0.375362921040505
"114",1000,-1.17250371678934,0.969414233230054
"115",1000,-0.0564676006077195,0.748187482357025
"116",1000,0.486717718890578,0.140856393845752
"117",1000,-0.525454575534503,0.865539354970679
"118",1000,-1.22104916556737,0.315109015908092
"119",1000,-0.973525397965945,0.322696857620031
"120",1000,-0.878432654995049,0.185159848304465
"121",1000,-1.62760058037605,0.039381769252941
"122",1000,-0.243549450760595,0.854983400320634
"123",1000,-0.297755003853451,0.55799416010268
"124",1000,0.242800164040885,0.109499555779621
"125",1000,-0.749451020179597,0.0390249628107995
"126",1000,0.896286628631408,0.296639133710414
"127",1000,0.627910544020314,0.510000813519582
"128",1000,-0.307733551506294,0.521246560150757
"129",1000,-1.88257448630215,0.970876703038812
"130",1000,1.06661765992017,0.0854013075586408
"131",1000,0.891938133675978,0.313548840582371
"132",1000,-0.809864012309602,0.948018494294956
"133",1000,0.669951761060843,0.14459135895595
"134",1000,-1.80016020134825,0.999921791953966
"135",1000,-0.576074910914194,0.817320818547159
"136",1000,-0.516671884718717,0.909488869598135
"137",1000,-1.44723256440634,0.435839186189696
"138",1000,0.884032125737946,0.098580683581531
"139",1000,-0.734585292037996,0.955112300813198
"140",1000,-2.15477456079993,0.584753678878769
"141",1000,0.143723341894999,0.607706228038296
"142",1000,0.827131103552248,0.895347479032353
"143",1000,1.00778764314955,0.625024508219212
"144",1000,0.426008617922081,0.986678491812199
"145",1000,-0.601508897097893,0.327675190055743
"146",1000,0.736271400638574,0.375794134335592
"147",1000,1.80699078445072,0.964121178956702
"148",1000,0.976310632318478,0.649976339191198
"149",1000,0.896191252161575,0.720050367061049
"150",1000,0.501840373487833,0.590899882139638
"151",1000,0.758227609376485,0.342930102255195
"152",1000,1.91999122114542,0.317612662911415
"153",1000,2.26459949128229,0.279330773279071
"154",1000,-0.270895554917301,0.659442379372194
"155",1000,-0.235056932789363,0.0672002588398755
"156",1000,-0.322026784542903,0.727571561234072
"157",1000,0.312664299832988,0.0639601575676352
"158",1000,1.91652433187807,0.95948479603976
"159",1000,-0.177667167519889,0.555657722288743
"160",1000,-2.5627028260118,0.605847860919312
"161",1000,1.33933417760596,0.218676391988993
"162",1000,-0.621577220076618,0.559294978622347
"163",1000,-0.538479605127136,0.0622666701674461
"164",1000,-0.235679155204582,0.897422320675105
"165",1000,-1.82564625114152,0.234081175178289
"166",1000,-0.740303692436228,0.371741473441944
"167",1000,-1.27893753777716,0.505414779763669
"168",1000,-1.01333965494347,0.790157812414691
"169",1000,0.416176846390867,0.504020800115541
"170",1000,-1.54122411645169,0.826375551754609
"171",1000,-0.382365578042369,0.788490118924528
"172",1000,0.0964906970021122,0.843122006161138
"173",1000,1.16525169655528,0.875961527461186
"174",1000,-0.422586263833685,0.901319990633056
"175",1000,-0.042960355888691,0.122098796302453
"176",1000,2.26327651317582,0.90200146031566
"177",1000,-0.328508690584791,0.290304247289896
"178",1000,0.833348402029072,0.830014582723379
"179",1000,0.102257241043452,0.670288548571989
"180",1000,-0.561825821377673,0.521404848899692
"181",1000,-1.09751790602405,0.000413500471040606
"182",1000,-1.07332054351625,0.293929872568697
"183",1000,1.16966659837465,0.932786714751273
"184",1000,0.429720016980504,0.755719504319131
"185",1000,-1.06214735131958,0.288365529617295
"186",1000,-1.35410807140399,0.533812276786193
"187",1000,-0.208406507517667,0.665047351503745
"188",1000,-1.26293652168364,0.653466830728576
"189",1000,-0.178249386575913,0.204748932505026
"190",1000,1.58401413041841,0.53243856667541
"191",1000,0.453798364666229,0.154755051946267
"192",1000,-1.40342744190591,0.573279467411339
"193",1000,-1.09691103693133,0.360258901491761
"194",1000,-1.72005437680754,0.873452614061534
"195",1000,0.596070367957919,0.824086700100452
"196",1000,-0.0371604520198261,0.6752433355432
"197",1000,-0.255346540034599,0.652753061614931
"198",1000,-0.527557909936739,0.68070281506516
"199",1000,0.182260706352003,0.157593305921182
"200",1000,0.852511550713906,0.770454632584006
"201",1000,1.03538106015572,0.582617428386584
"202",1000,0.730746949916894,0.996648118365556
"203",1000,0.565601182695749,0.191568481968716
"204",1000,0.743566354013421,0.751908663660288
"205",1000,-0.332631727051463,0.373801802983508
"206",1000,-1.35140547588307,0.142665124731138
"207",1000,-0.328118388565165,0.709116466110572
"208",1000,-1.13195060272943,0.581764757633209
"209",1000,1.42701961702545,0.882799013517797
"210",1000,-0.278472190499769,0.427562004653737
"211",1000,1.13405223912196,0.593402613420039
"212",1000,-0.554126087915565,0.90145339211449
"213",1000,-0.46329759411052,0.797825478715822
"214",1000,-0.879583355980525,0.625778143061325
"215",1000,-1.69162977179049,0.0357995985541493
"216",1000,1.25966594324947,0.326077954145148
"217",1000,0.206324519577714,0.500797230983153
"218",1000,2.2635629519226,0.589081501122564
"219",1000,0.739183910295473,0.276684214128181
"220",1000,2.86927844842064,0.270884710364044
"221",1000,0.523156624618892,0.871843269793317
"222",1000,-0.376290807938529,0.272336124209687
"223",1000,-0.390301138067017,0.161052009090781
"224",1000,-0.306135773455354,0.75788864470087
"225",1000,0.124230925399575,0.208928033942357
"226",1000,-0.713447425286444,0.110298764426261
"227",1000,-0.392606289404728,0.989088740199804
"228",1000,-0.536488902707284,0.578087128465995
"229",1000,-0.445761366718472,0.944128598086536
"230",1000,1.86240820593816,0.735759937437251
"231",1000,0.857537763505997,0.211823991732672
"232",1000,-0.859329945869137,0.00190733675844967
"233",1000,1.05458697598361,0.0321686645038426
"234",1000,0.836927058320391,0.053067572414875
"235",1000,-0.100364253842138,0.977922238409519
"236",1000,0.576754121250387,0.829093439970165
"237",1000,-1.47554816485577,0.65576470294036
"238",1000,-1.62062641589932,0.805323914624751
"239",1000,-0.382338921971319,0.732044584816322
"240",1000,-0.326787055311421,0.553543544840068
"241",1000,-0.3115464067215,0.289124957518652
"242",1000,0.899622632619704,0.40698016481474
"243",1000,0.981649103851676,0.792246372438967
"244",1000,0.687083741211576,0.357503261882812
"245",1000,1.41801750745705,0.516104794805869
"246",1000,1.42809970489186,0.774383830139413
"247",1000,-1.45024012237613,0.635892834281549
"248",1000,-0.113778747673772,0.946458922931924
"249",1000,-0.74732364067029,0.00884718168526888
"250",1000,1.09351718008847,0.398644112749025
"251",1000,-0.582390569101033,0.0339532305952162
"252",1000,-0.427936724146315,0.940183176659048
"253",1000,1.27380955792095,0.26066825655289
"254",1000,1.67347408369079,0.570546157192439
"255",1000,0.296907672572193,0.225563818588853
"256",1000,-0.926493676401689,0.338987461524084
"257",1000,-0.916915881665283,0.255552749382332
"258",1000,1.70286451519665,0.439198961015791
"259",1000,0.4363885990813,0.631827539764345
"260",1000,0.0960564741818164,0.68880518199876
"261",1000,-0.631619954998668,0.072260376997292
"262",1000,1.01445591512122,0.50430208304897
"263",1000,-0.0375955670201475,0.878640036797151
"264",1000,-0.514399830138704,0.120831728680059
"265",1000,-0.372424051287349,0.297558619407937
"266",1000,0.214074931621357,0.80206505395472
"267",1000,-0.0897720830398955,0.440476899035275
"268",1000,1.10684949803011,0.150585531722754
"269",1000,-1.23156307740489,0.533364449860528
"270",1000,-0.00968423078744298,0.815050335135311
"271",1000,1.95339758603065,0.328542329370975
"272",1000,-0.0141280639313372,0.405566876986995
"273",1000,1.04725151395211,0.388570989714935
"274",1000,-1.26495347078884,0.799370804103091
"275",1000,0.83374714963025,0.99762395163998
"276",1000,1.01638625856796,0.24270863737911
"277",1000,0.34232897688187,0.462183949071914
"278",1000,-0.978430338748533,0.214109492953867
"279",1000,-1.66090791085726,0.444293355569243
"280",1000,1.73233687942316,0.813503835815936
"281",1000,0.278918960737183,0.979867948684841
"282",1000,-0.272444055621582,0.00188891822472215
"283",1000,-1.64490621218411,0.599073929246515
"284",1000,1.44670250199006,0.226985095301643
"285",1000,-1.51406479916363,0.528482433175668
"286",1000,-1.23872589755162,0.952016930794343
"287",1000,0.63680475925115,0.873131992528215
"288",1000,0.465094071677408,0.758409392088652
"289",1000,2.09578517966761,0.340122524881735
"290",1000,0.871273485594444,0.498205130686983
"291",1000,-0.131365313734619,0.251448736526072
"292",1000,-0.573042298160892,0.495563982287422
"293",1000,-0.596494939413391,0.0119036848191172
"294",1000,0.477612863816259,0.179388261400163
"295",1000,-0.62885830826143,0.459315265994519
"296",1000,0.564916136175736,0.323637979337946
"297",1000,-1.29035633569598,0.934434750117362
"298",1000,0.887503644363732,0.639778595650569
"299",1000,-0.0636541013538703,0.129236827837303
"300",1000,1.47325956759189,0.0077131069265306
